tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,Churn
24,27.5,660.0,Month-to-month,Credit card (automatic),0
11,64.38,708.18,Month-to-month,Credit card (automatic),1
23,27.5,632.5,One year,Credit card (automatic),0
13,99.16,1289.08,One year,Bank transfer (automatic),0
55,45.39,2496.45,Two year,Credit card (automatic),0
18,104.95,1889.1,Month-to-month,Bank transfer (automatic),0
26,28.16,732.16,Two year,Bank transfer (automatic),0
5,63.01,315.05,Month-to-month,Electronic check,1
68,110.76,7531.68,Two year,Electronic check,0
8,27.52,220.16,Month-to-month,Credit card (automatic),1
20,34.88,697.6,Month-to-month,Bank transfer (automatic),1
7,61.78,432.46,Month-to-month,Bank transfer (automatic),1
2,31.54,63.08,Month-to-month,Electronic check,1
23,53.04,1219.92,One year,Electronic check,1
54,25.22,1361.88,Two year,Bank transfer (automatic),0
17,55.49,943.33,One year,Electronic check,1
4,83.44,333.76,Month-to-month,Credit card (automatic),0
19,84.3,1601.7,Month-to-month,Bank transfer (automatic),1
14,111.83,1565.62,One year,Bank transfer (automatic),0
3,32.28,96.84,Month-to-month,Electronic check,1
18,50.08,901.44,One year,Mailed check,1
17,79.3,1348.1,Month-to-month,Electronic check,1
0,104.48,0.0,Month-to-month,Credit card (automatic),1
16,37.24,595.84,Month-to-month,Mailed check,1
24,115.38,2769.12,One year,Credit card (automatic),0
19,25.24,479.56,Month-to-month,Mailed check,0
10,31.46,314.6,Month-to-month,Mailed check,0
22,35.62,783.64,One year,Mailed check,0
61,24.89,1518.29,Two year,Electronic check,0
12,69.67,836.04,Month-to-month,Electronic check,1
22,59.03,1298.66,Month-to-month,Mailed check,0
2,49.61,99.22,Month-to-month,Electronic check,1
17,51.33,872.61,Month-to-month,Credit card (automatic),0
22,24.74,544.28,One year,Bank transfer (automatic),0
12,42.94,515.28,One year,Credit card (automatic),0
1,49.55,49.55,Month-to-month,Bank transfer (automatic),0
23,32.0,736.0,One year,Electronic check,1
16,97.86,1565.76,Month-to-month,Electronic check,1
24,107.09,2570.16,Month-to-month,Electronic check,1
10,100.33,1003.3,Month-to-month,Credit card (automatic),1
18,82.01,1476.18,Month-to-month,Bank transfer (automatic),1
18,35.02,630.36,Month-to-month,Electronic check,1
22,91.72,2017.84,One year,Credit card (automatic),1
0,42.94,0.0,Month-to-month,Electronic check,1
1,74.39,74.39,Month-to-month,Electronic check,0
17,43.32,736.44,One year,Mailed check,0
18,56.03,1008.54,Month-to-month,Credit card (automatic),0
57,118.1,6731.7,Two year,Electronic check,0
9,96.9,872.1,Month-to-month,Mailed check,1
11,38.47,423.17,Month-to-month,Mailed check,1
14,55.56,777.84,Month-to-month,Bank transfer (automatic),0
70,109.85,7689.5,Two year,Bank transfer (automatic),0
13,20.44,265.72,Month-to-month,Electronic check,1
12,115.0,1380.0,One year,Bank transfer (automatic),1
23,49.37,1135.51,One year,Credit card (automatic),0
27,117.2,3164.4,Two year,Mailed check,1
7,109.52,766.64,Month-to-month,Electronic check,1
23,26.66,613.18,One year,Mailed check,1
2,78.37,156.74,Month-to-month,Credit card (automatic),1
16,44.62,713.92,One year,Electronic check,1
71,51.28,3640.88,Two year,Bank transfer (automatic),0
4,97.55,390.2,Month-to-month,Credit card (automatic),1
14,50.03,700.42,Month-to-month,Electronic check,1
14,49.45,692.3,Month-to-month,Bank transfer (automatic),1
21,49.03,1029.63,Month-to-month,Electronic check,1
17,33.13,563.21,One year,Electronic check,0
27,87.07,2350.89,Two year,Mailed check,0
49,105.17,5153.33,Two year,Electronic check,0
13,100.0,1300.0,One year,Electronic check,1
7,31.33,219.31,Month-to-month,Credit card (automatic),0
20,26.57,531.4,Month-to-month,Bank transfer (automatic),0
28,38.17,1068.76,Two year,Electronic check,0
45,30.5,1372.5,Two year,Electronic check,0
13,101.81,1323.53,Month-to-month,Credit card (automatic),1
5,54.1,270.5,Month-to-month,Bank transfer (automatic),0
4,21.53,86.12,Month-to-month,Mailed check,1
13,108.04,1404.52,Month-to-month,Electronic check,1
13,38.34,498.42,Month-to-month,Mailed check,0
17,99.07,1684.19,Month-to-month,Bank transfer (automatic),0
20,97.71,1954.2,One year,Mailed check,1
16,36.34,581.44,One year,Electronic check,1
24,46.66,1119.84,Month-to-month,Credit card (automatic),0
18,119.96,2159.28,Month-to-month,Mailed check,0
8,72.44,579.52,Month-to-month,Bank transfer (automatic),0
15,76.72,1150.8,One year,Bank transfer (automatic),0
5,35.96,179.8,Month-to-month,Credit card (automatic),0
61,20.88,1273.68,Two year,Bank transfer (automatic),0
60,114.73,6883.8,Two year,Bank transfer (automatic),0
58,49.52,2872.16,Two year,Credit card (automatic),0
7,20.03,140.21,Month-to-month,Electronic check,1
4,52.76,211.04,Month-to-month,Bank transfer (automatic),1
27,20.24,546.48,Two year,Credit card (automatic),0
57,105.79,6030.03,Two year,Bank transfer (automatic),0
12,77.77,933.24,Month-to-month,Credit card (automatic),1
23,114.77,2639.71,Month-to-month,Credit card (automatic),0
35,90.13,3154.55,Two year,Bank transfer (automatic),0
46,40.77,1875.42,Two year,Bank transfer (automatic),0
22,48.04,1056.88,Month-to-month,Electronic check,1
18,57.94,1042.92,Month-to-month,Bank transfer (automatic),0
62,50.46,3128.52,Two year,Electronic check,0
13,113.54,1476.02,One year,Bank transfer (automatic),1
17,35.12,597.04,One year,Electronic check,0
20,92.39,1847.8,Month-to-month,Bank transfer (automatic),1
22,24.92,548.24,Month-to-month,Electronic check,1
12,62.7,752.4,Month-to-month,Electronic check,1
12,53.83,645.96,Month-to-month,Mailed check,1
60,84.4,5064.0,Two year,Credit card (automatic),0
1,48.08,48.08,Month-to-month,Electronic check,1
34,108.57,3691.38,Two year,Electronic check,1
2,52.47,104.94,Month-to-month,Credit card (automatic),0
51,114.13,5820.63,Two year,Bank transfer (automatic),0
30,51.77,1553.1,Two year,Electronic check,0
23,73.09,1681.07,Month-to-month,Bank transfer (automatic),0
12,76.32,915.84,Month-to-month,Electronic check,0
13,26.94,350.22,Month-to-month,Mailed check,0
13,20.63,268.19,One year,Mailed check,1
3,49.45,148.35,Month-to-month,Electronic check,1
2,83.47,166.94,Month-to-month,Bank transfer (automatic),1
5,63.47,317.35,Month-to-month,Mailed check,1
8,75.55,604.4,Month-to-month,Electronic check,1
22,53.07,1167.54,One year,Electronic check,0
59,24.22,1428.98,Two year,Bank transfer (automatic),0
21,106.42,2234.82,Month-to-month,Credit card (automatic),1
29,58.27,1689.83,Two year,Mailed check,0
16,99.65,1594.4,Month-to-month,Bank transfer (automatic),0
24,63.8,1531.2,One year,Electronic check,0
6,30.87,185.22,Month-to-month,Electronic check,1
64,33.08,2117.12,Two year,Mailed check,0
2,26.88,53.76,Month-to-month,Bank transfer (automatic),1
20,64.73,1294.6,One year,Credit card (automatic),0
20,97.73,1954.6,One year,Bank transfer (automatic),1
18,95.35,1716.3,Month-to-month,Bank transfer (automatic),0
30,98.15,2944.5,Two year,Bank transfer (automatic),0
40,57.07,2282.8,Two year,Credit card (automatic),0
16,59.1,945.6,One year,Electronic check,0
18,108.74,1957.32,One year,Mailed check,1
8,109.5,876.0,Month-to-month,Bank transfer (automatic),1
41,103.97,4262.77,Two year,Electronic check,0
15,31.71,475.65,One year,Credit card (automatic),0
8,92.34,738.72,Month-to-month,Credit card (automatic),1
13,93.58,1216.54,Month-to-month,Mailed check,0
56,98.73,5528.88,Two year,Credit card (automatic),0
24,104.83,2515.92,One year,Mailed check,0
6,103.37,620.22,Month-to-month,Electronic check,1
22,38.31,842.82,Month-to-month,Credit card (automatic),1
3,87.48,262.44,Month-to-month,Mailed check,1
15,77.86,1167.9,Month-to-month,Mailed check,1
23,102.75,2363.25,Month-to-month,Credit card (automatic),1
18,97.54,1755.72,Month-to-month,Electronic check,1
6,45.45,272.7,Month-to-month,Electronic check,1
24,87.58,2101.92,Month-to-month,Credit card (automatic),1
0,40.82,0.0,Month-to-month,Electronic check,1
69,83.56,5765.64,Two year,Bank transfer (automatic),0
8,40.26,322.08,Month-to-month,Electronic check,1
18,28.44,511.92,Month-to-month,Bank transfer (automatic),1
17,75.27,1279.59,One year,Credit card (automatic),0
15,24.51,367.65,Month-to-month,Bank transfer (automatic),0
16,84.92,1358.72,One year,Credit card (automatic),0
20,96.08,1921.6,One year,Electronic check,0
62,59.22,3671.64,Two year,Credit card (automatic),0
15,119.74,1796.1,Month-to-month,Electronic check,1
1,77.47,77.47,Month-to-month,Mailed check,0
69,40.68,2806.92,Two year,Electronic check,0
22,54.57,1200.54,One year,Credit card (automatic),0
17,36.48,620.16,Month-to-month,Bank transfer (automatic),1
17,95.82,1628.94,Month-to-month,Electronic check,1
13,40.67,528.71,One year,Electronic check,1
45,55.91,2515.95,Two year,Mailed check,0
1,106.37,106.37,Month-to-month,Electronic check,1
36,69.05,2485.8,Two year,Electronic check,0
1,106.83,106.83,Month-to-month,Electronic check,1
60,109.07,6544.2,Two year,Electronic check,0
5,97.45,487.25,Month-to-month,Credit card (automatic),1
22,23.92,526.24,One year,Electronic check,0
18,95.98,1727.64,Month-to-month,Bank transfer (automatic),1
21,62.24,1307.04,One year,Electronic check,1
0,21.85,0.0,Month-to-month,Mailed check,1
10,95.2,952.0,Month-to-month,Electronic check,1
23,43.38,997.74,Month-to-month,Electronic check,1
12,69.34,832.08,Month-to-month,Electronic check,1
9,64.5,580.5,Month-to-month,Electronic check,1
21,119.54,2510.34,Month-to-month,Mailed check,1
36,34.82,1253.52,Two year,Mailed check,0
38,92.17,3502.46,Two year,Electronic check,1
14,30.56,427.84,One year,Bank transfer (automatic),0
64,44.09,2821.76,Two year,Mailed check,0
21,29.03,609.63,Month-to-month,Credit card (automatic),0
14,56.79,795.06,Month-to-month,Electronic check,1
22,87.95,1934.9,Month-to-month,Electronic check,1
16,45.54,728.64,Month-to-month,Electronic check,1
3,70.18,210.54,Month-to-month,Credit card (automatic),0
15,38.26,573.9,Month-to-month,Credit card (automatic),1
6,54.51,327.06,Month-to-month,Mailed check,1
6,88.2,529.2,Month-to-month,Mailed check,1
2,110.5,221.0,Month-to-month,Electronic check,1
13,97.51,1267.63,One year,Electronic check,1
22,41.58,914.76,One year,Credit card (automatic),0
3,100.94,302.82,Month-to-month,Mailed check,0
67,49.9,3343.3,Two year,Mailed check,0
1,18.99,18.99,Month-to-month,Bank transfer (automatic),1
19,115.42,2192.98,One year,Electronic check,1
17,36.65,623.05,One year,Mailed check,0
48,88.37,4241.76,Two year,Electronic check,0
5,29.53,147.65,Month-to-month,Credit card (automatic),0
5,28.58,142.9,Month-to-month,Credit card (automatic),0
14,36.49,510.86,Month-to-month,Bank transfer (automatic),1
21,107.75,2262.75,Month-to-month,Electronic check,1
55,29.52,1623.6,Two year,Mailed check,0
10,19.26,192.6,Month-to-month,Electronic check,0
23,75.63,1739.49,Month-to-month,Bank transfer (automatic),0
20,88.2,1764.0,One year,Electronic check,0
15,53.27,799.05,Month-to-month,Bank transfer (automatic),0
17,108.99,1852.83,Month-to-month,Credit card (automatic),1
16,104.58,1673.28,Month-to-month,Credit card (automatic),0
55,50.7,2788.5,Two year,Electronic check,0
17,83.62,1421.54,Month-to-month,Mailed check,1
18,63.71,1146.78,Month-to-month,Mailed check,0
15,94.01,1410.15,Month-to-month,Electronic check,1
17,18.02,306.34,Month-to-month,Electronic check,1
16,108.79,1740.64,One year,Bank transfer (automatic),0
17,55.06,936.02,One year,Mailed check,1
17,96.28,1636.76,Month-to-month,Mailed check,1
19,29.63,562.97,One year,Mailed check,0
20,116.37,2327.4,Month-to-month,Electronic check,1
1,109.48,109.48,Month-to-month,Bank transfer (automatic),1
50,28.91,1445.5,Two year,Bank transfer (automatic),0
12,39.99,479.88,Month-to-month,Credit card (automatic),0
24,60.28,1446.72,Month-to-month,Electronic check,0
52,64.65,3361.8,Two year,Bank transfer (automatic),0
0,72.1,0.0,Month-to-month,Credit card (automatic),1
54,112.29,6063.66,Two year,Credit card (automatic),0
35,92.51,3237.85,Two year,Bank transfer (automatic),0
10,69.42,694.2,Month-to-month,Bank transfer (automatic),1
72,43.32,3119.04,Two year,Credit card (automatic),0
4,32.09,128.36,Month-to-month,Electronic check,1
68,73.88,5023.84,Two year,Mailed check,0
15,38.49,577.35,One year,Bank transfer (automatic),0
21,31.53,662.13,Month-to-month,Electronic check,1
58,88.82,5151.56,Two year,Electronic check,0
15,77.45,1161.75,Month-to-month,Mailed check,0
20,47.16,943.2,One year,Bank transfer (automatic),0
25,56.85,1421.25,Two year,Mailed check,1
5,118.32,591.6,Month-to-month,Electronic check,1
9,38.81,349.29,Month-to-month,Electronic check,1
19,106.54,2024.26,Month-to-month,Mailed check,1
59,57.67,3402.53,Two year,Bank transfer (automatic),0
68,85.78,5833.04,Two year,Bank transfer (automatic),0
21,49.89,1047.69,Month-to-month,Credit card (automatic),0
19,106.62,2025.78,Month-to-month,Electronic check,1
20,89.87,1797.4,Month-to-month,Electronic check,1
21,38.04,798.84,One year,Mailed check,0
21,25.6,537.6,Month-to-month,Mailed check,0
12,61.71,740.52,One year,Electronic check,0
8,18.58,148.64,Month-to-month,Bank transfer (automatic),1
44,78.88,3470.72,Two year,Electronic check,0
16,68.04,1088.64,One year,Credit card (automatic),0
10,71.59,715.9,Month-to-month,Credit card (automatic),0
5,60.42,302.1,Month-to-month,Credit card (automatic),1
6,85.66,513.96,Month-to-month,Electronic check,1
19,72.11,1370.09,Month-to-month,Credit card (automatic),0
24,29.7,712.8,Two year,Credit card (automatic),0
19,42.87,814.53,Month-to-month,Bank transfer (automatic),1
31,57.36,1778.16,Two year,Mailed check,0
24,56.25,1350.0,Month-to-month,Credit card (automatic),0
20,37.64,752.8,Month-to-month,Electronic check,1
58,72.39,4198.62,Two year,Electronic check,0
6,106.22,637.32,Month-to-month,Bank transfer (automatic),1
22,107.62,2367.64,Month-to-month,Mailed check,1
2,94.18,188.36,Month-to-month,Credit card (automatic),1
2,25.47,50.94,Month-to-month,Electronic check,1
7,110.92,776.44,Month-to-month,Electronic check,1
10,19.72,197.2,Month-to-month,Mailed check,0
19,24.45,464.55,Month-to-month,Bank transfer (automatic),0
11,112.66,1239.26,Month-to-month,Credit card (automatic),1
13,46.71,607.23,One year,Electronic check,0
0,66.35,0.0,Month-to-month,Credit card (automatic),1
17,48.09,817.53,Month-to-month,Mailed check,0
23,84.09,1934.07,Month-to-month,Credit card (automatic),0
4,30.57,122.28,Month-to-month,Credit card (automatic),1
13,49.08,638.04,One year,Mailed check,0
50,110.37,5518.5,Two year,Electronic check,0
19,103.14,1959.66,Month-to-month,Electronic check,1
1,104.84,104.84,Month-to-month,Credit card (automatic),0
59,25.46,1502.14,Two year,Mailed check,0
18,67.69,1218.42,Month-to-month,Electronic check,1
3,47.08,141.24,Month-to-month,Bank transfer (automatic),1
10,80.87,808.7,Month-to-month,Mailed check,1
17,100.39,1706.63,One year,Bank transfer (automatic),0
7,90.64,634.48,Month-to-month,Electronic check,1
21,92.76,1947.96,Month-to-month,Mailed check,0
9,67.67,609.03,Month-to-month,Mailed check,1
16,105.59,1689.44,One year,Electronic check,1
20,25.8,516.0,Month-to-month,Electronic check,1
0,100.89,0.0,Month-to-month,Mailed check,1
12,74.26,891.12,One year,Electronic check,0
33,55.31,1825.23,Two year,Mailed check,0
16,31.66,506.56,One year,Bank transfer (automatic),0
0,85.59,0.0,Month-to-month,Mailed check,0
34,95.24,3238.16,Two year,Bank transfer (automatic),0
18,85.26,1534.68,Month-to-month,Bank transfer (automatic),0
17,22.12,376.04,One year,Mailed check,0
7,22.37,156.59,Month-to-month,Electronic check,1
54,111.63,6028.02,Two year,Mailed check,0
3,89.78,269.34,Month-to-month,Bank transfer (automatic),1
40,77.02,3080.8,Two year,Credit card (automatic),0
18,84.64,1523.52,Month-to-month,Mailed check,0
7,70.67,494.69,Month-to-month,Mailed check,1
54,108.49,5858.46,Two year,Mailed check,1
38,25.86,982.68,Two year,Mailed check,0
11,79.41,873.51,Month-to-month,Electronic check,1
17,91.47,1554.99,One year,Mailed check,0
5,84.02,420.1,Month-to-month,Electronic check,1
18,34.44,619.92,Month-to-month,Electronic check,1
1,34.97,34.97,Month-to-month,Bank transfer (automatic),0
18,83.04,1494.72,Month-to-month,Mailed check,0
13,40.09,521.17,One year,Credit card (automatic),0
7,102.7,718.9,Month-to-month,Mailed check,1
35,81.57,2854.95,Two year,Credit card (automatic),0
14,78.85,1103.9,Month-to-month,Bank transfer (automatic),1
0,38.64,0.0,Month-to-month,Electronic check,0
4,79.76,319.04,Month-to-month,Mailed check,1
58,69.34,4021.72,Two year,Bank transfer (automatic),0
19,73.01,1387.19,Month-to-month,Electronic check,1
51,71.25,3633.75,Two year,Bank transfer (automatic),0
7,113.72,796.04,Month-to-month,Mailed check,1
24,93.62,2246.88,One year,Mailed check,0
14,43.96,615.44,One year,Electronic check,0
62,107.43,6660.66,Two year,Electronic check,0
0,76.95,0.0,Month-to-month,Bank transfer (automatic),1
22,100.04,2200.88,Month-to-month,Bank transfer (automatic),1
18,43.87,789.66,Month-to-month,Mailed check,0
8,119.16,953.28,Month-to-month,Mailed check,1
17,67.21,1142.57,Month-to-month,Bank transfer (automatic),1
16,76.92,1230.72,One year,Electronic check,0
21,30.15,633.15,Month-to-month,Electronic check,1
13,39.87,518.31,One year,Credit card (automatic),0
22,87.83,1932.26,Month-to-month,Bank transfer (automatic),1
2,101.97,203.94,Month-to-month,Bank transfer (automatic),1
16,40.62,649.92,One year,Electronic check,1
12,80.62,967.44,Month-to-month,Mailed check,1
24,101.66,2439.84,One year,Bank transfer (automatic),0
21,112.94,2371.74,Month-to-month,Electronic check,1
16,70.61,1129.76,Month-to-month,Credit card (automatic),1
7,84.81,593.67,Month-to-month,Electronic check,0
12,54.02,648.24,Month-to-month,Electronic check,1
23,89.77,2064.71,One year,Mailed check,0
17,111.33,1892.61,Month-to-month,Bank transfer (automatic),1
62,116.23,7206.26,Two year,Electronic check,0
5,59.53,297.65,Month-to-month,Electronic check,1
3,99.9,299.7,Month-to-month,Electronic check,1
60,43.51,2610.6,Two year,Credit card (automatic),0
7,95.26,666.82,Month-to-month,Mailed check,0
18,105.93,1906.74,Month-to-month,Mailed check,1
7,87.05,609.35,Month-to-month,Mailed check,1
16,72.64,1162.24,Month-to-month,Credit card (automatic),0
